Word,Mean,Type,Gender,Vachana,Viphat,ID,Category,Read,Note
"โจเทติ,โจทยติ","โจทย์","คำกิริยาอาขยาต",,,,811,"กิริยาอาขยาต","โจ-เท-ติ,โจ-ทะ-ยะ-ติ",
"ฉิทฺเทติ,ฉิทฺทยติ","เจาะ","คำกิริยาอาขยาต",,,,812,"กิริยาอาขยาต","ฉิท-เท-ติ,ฉิท-ทะ-ยะ-ติ",
"สญฺชานาติ","จำได้","คำกิริยาอาขยาต",,,,813,"กิริยาอาขยาต","สัน-ชา-นา-ติ",
"อากงฺขติ","จำนงหมาย","คำกิริยาอาขยาต",,,,814,"กิริยาอาขยาต","อา-กัง-ขะ-ติ",
"ธาเรติ","จำไว้","คำกิริยาอาขยาต",,,,815,"กิริยาอาขยาต","ทา-เร-ติ",
"วิสฺสชฺเชติ","จำหน่าย","คำกิริยาอาขยาต",,,,816,"กิริยาอาขยาต","วิด-สัด-เช-ติ",
"คณฺหาติ","ฉวยเอา","คำกิริยาอาขยาต",,,,817,"กิริยาอาขยาต","คัน-หา-ติ",
"ปริหรติ,วิสฺสชฺเชติ","เฉลย(-ปัญหา)","คำกิริยาอาขยาต",,,,818,"กิริยาอาขยาต","ปะ-ริ-หะ-ระ-ติ,วิด-สัด-เช-ติ",
"ลิมฺปติ,ลิปฺปติ",,"คำกิริยาอาขยาต",,,,819,"กิริยาอาขยาต","ลิม-ปะ-ติ,ลิป-ปะ-ติ","ฉาบ"
"อุปลิมฺปติ,โอปุญฉติ","ฉาบทา","คำกิริยาอาขยาต",,,,820,"กิริยาอาขยาต","อุ-ปะ-ลิม-ปะ-ติ,โอ-ปุน-ฉะ-ติ",
"นสฺสติ","ฉิบหาย","คำกิริยาอาขยาต",,,,821,"กิริยาอาขยาต","นัด-สะ-ติ",
"ผาเลติ","ฉีก","คำกิริยาอาขยาต",,,,822,"กิริยาอาขยาต","ผา-เล-ติ",
"อุปกฑฺฒติ","ฉุดเข้าไป","คำกิริยาอาขยาต",,,,823,"กิริยาอาขยาต","อุ-ปะ-กัน-ทะ-ติ",
"อากฑฺฒติ","ฉุดมา","คำกิริยาอาขยาต",,,,824,"กิริยาอาขยาต","อา-กัน-ทะ-ติ",
"อชฺโฌคาเหติ","โฉบลง","คำกิริยาอาขยาต",,,,825,"กิริยาอาขยาต","อัด-โช-คา-เห-ติ",
"ภสฺสติ","เฉี่ยวลง","คำกิริยาอาขยาต",,,,826,"กิริยาอาขยาต","ภัด-สะ-ติ",
"ปฏินิวตฺตติ","ปลับคืน(จาก,สู่)","คำกิริยาอาขยาต","ไม่มี","ไม่มี","ไม่มี",618,"กิริยาอาขยาต",,
"ปฏิกโรติ","ชดเชย(-ความผิด)","คำกิริยาอาขยาต",,,,827,"กิริยาอาขยาต","ปะ-ติก-โร-ติ",
"ชินาติ","ชนะ","คำกิริยาอาขยาต",,,,828,"กิริยาอาขยาต","ชิ-นา-ติ",
"อกฺกยติ,อภิตฺถวติ","ชมเชย","คำกิริยาอาขยาต",,,,829,"กิริยาอาขยาต","อัก-กะ-ยะ-ติ,อะ-ภิด-ภะ-วะ-ติ",
"วิลชฺชติ","ชมดชม้อย","คำกิริยาอาขยาต",,,,830,"กิริยาอาขยาต","วิ-ลัด-ชะ-ติ",
"อาวิญฺชติ","ชัก(ชึ่ง)","คำกิริยาอาขยาต",,,,831,"กิริยาอาขยาต","อา-วิน-ชะ-ติ",
"สมาทเปติ","ชัดชวน","คำกิริยาอาขยาต",,,,832,"กิริยาอาขยาต","สะ-มา-ทะ-เป-ติ",
"อติจิรายติ","ชักช้า","คำกิริยาอาขยาต",,,,833,"กิริยาอาขยาต","อะ-ติ-จิ-รา-ยะ-ติ",
"นิมินาติ","ชั่งดู","คำกิริยาอาขยาต",,,,834,"กิริยาอาขยาต","นิ-มิ-นา-ติ",
"อจฺฉินฺทติ","ชิง","คำกิริยาอาขยาต",,,,835,"กิริยาอาขยาต","อัด-ฉิน-ทะ-ติ",
"ธาเรติ","ชูไว้","คำกิริยาอาขยาต",,,,836,"กิริยาอาขยาต","ทา-เร-ติ",
"ปุญฺฉติ","เช็ด","คำกิริยาอาขยาต",,,,837,"กิริยาอาขยาต","ปุน-ฉะ-ติ",
"อภิสปติ","แช่ง","คำกิริยาอาขยาต",,,,838,"กิริยาอาขยาต","อะ-พิด-ปะ-ติ",
"ปคฺคณฺหาติ","เชิดชู","คำกิริยาอาขยาต",,,,839,"กิริยาอาขยาต","ปัก-คัน-หา-ติ",
"อนุกนฺตติ","เชือด,บาด","คำกิริยาอาขยาต",,,,840,"กิริยาอาขยาต","อะ-นุ-กัน-ตะ-ติ",
"สทฺทหติ","เชื่อ","คำกิริยาอาขยาต",,,,841,"กิริยาอาขยาต","สัด-ทะ-หะ-ติ",
"คณฺหาติ,กโรติ","เชื่อถือ(-คำ)","คำกิริยาอาขยาต",,,,842,"กิริยาอาขยาต","คัน-หา-ติ,กะ-โร-ติ",
"ฆเฏติ","เชื่อม,ต่อ","คำกิริยาอาขยาต",,,,843,"กิริยาอาขยาต","ขะ-เต-ติ",
"อชฺเฌสติ,นิมนฺเตติ","เชื้อเชิญ","คำกิริยาอาขยาต",,,,844,"กิริยาอาขยาต","อัด-เช-สะ-ติ,นิ-มัน-เต-ติ",
"ปริโสเธติ","ชำระ","คำกิริยาอาขยาต",,,,845,"กิริยาอาขยาต","ปะ-ริ-โส-เธ-ติ",
"ปฏิชคฺคติ","ชำระ(-ที่อยู่,ร่างกาย)","คำกิริยาอาขยาต",,,,846,"กิริยาอาขยาต","ปะ-ติ-ชัก-คะ-ติ",
"ปคฺคณฺหาติ","ใช้(-ความเพียร)","คำกิริยาอาขยาต",,,,847,"กิริยาอาขยาต","ปัก-คัน-หา-ติ",
"วลญฺเชติ","ใช้(-วัตถุ)","คำกิริยาอาขยาต",,,,848,"กิริยาอาขยาต","วะ-ลัน-เช-ติ",
"วีติมาเมติ","ใช้(-เวลา)","คำกิริยาอาขยาต",,,,849,"กิริยาอาขยาต","วี-ติ-มา-เม-ติ",
"วตฺเตติ,ปวตฺเตติ","ใช้(-อำนาจ)","คำกิริยาอาขยาต",,,,850,"กิริยาอาขยาต","วัด-เต-ติ,ปะ-วัด-เต-ติ",
"เปเสติ","ใช้ไป","คำกิริยาอาขยาต",,,,851,"กิริยาอาขยาต","เป-เส-ติ",
"ภุญฺชติ,ปริภุญชติ","ใช้สอย","คำกิริยาอาขยาต",,,,852,"กิริยาอาขยาต","พุน-ชะติ,ปะ-ริ-พุน-ชะ-ติ",
"ปฏิชินาติ","กลับชนะ","คำกิริยาอาขยาต","ไม่มี","ไม่มี","ไม่มี",619,"กิริยาอาขยาต",,
"สมฺปริวตฺตติ","ซวน","คำกิริยาอาขยาต",,,,853,"กิริยาอาขยาต","สัม-ปะ-ริ-วัต-ตะ-ติ",
"ปริคลติ","ซวนล้ม","คำกิริยาอาขยาต",,,,854,"กิริยาอาขยาต","ปะ-ริ-คะ-ละ-ติ",
"ปฏิเสวติ","ซ่องเสพ","คำกิริยาอาขยาต",,,,855,"กิริยาอาขยาต","ปะ-ติ-เส-วะ-ติ",
"ปริคุยฺหติ","ซ่อนไว้(-สิ่งของ)","คำกิริยาอาขยาต",,,,856,"กิริยาอาขยาต","ปะ-ริ-คุย-หะ-ติ",
"โธวติ","ซัก","คำกิริยาอาขยาต",,,,857,"กิริยาอาขยาต","โท-วะ-ติ",
"อนุยุญชติ","ซักถาม","คำกิริยาอาขยาต",,,,858,"กิริยาอาขยาต","อะ-นุ-ยุน-ชะ-ติ",
"ขิปติ","ซัดไป","คำกิริยาอาขยาต",,,,859,"กิริยาอาขยาต","ขิ-ปะ-ติ",
"ผรติ","ซ่านไป","คำกิริยาอาขยาต",,,,860,"กิริยาอาขยาต","ผะ-ระ-ติ",
"กีนาติ,มูเลน คณฺหาติ","ซื้อ","คำกิริยาอาขยาต",,,,861,"กิริยาอาขยาต","กี-นา-ติ,มู-เล-นะ   คัน-หา-ติ ",
"นิคูหติ","ซุกซ่อน","คำกิริยาอาขยาต",,,,862,"กิริยาอาขยาต","นิ-คู-หะ-ติ",
"ปริยุฏฐติ","ซุ่มซ่อนอยู่(โจร-)","คำกิริยาอาขยาต",,,,863,"กิริยาอาขยาต","ปะ-ริ-ยุด-ทะ-ติ",
"ปโยเชติ","ซุ่มไว้(-โจร)","คำกิริยาอาขยาต",,,,864,"กิริยาอาขยาต","ปะ-โย-เช-ติ",
"ปริสุสฺสติ","ซูบซีด","คำกิริยาอาขยาต",,,,865,"กิริยาอาขยาต","ป-ะริด-สุด-สะ-ติ",
"สุสฺสติ","ซูบผอม","คำกิริยาอาขยาต",,,,866,"กิริยาอาขยาต","สุด-สะ-ติ",
